"flight","departure_time","arrival_time","origin","day","month","year","airport"
"KP 21","08:10","10:10","ACC",17,3,2020,"ROB"
"ET 1006","08:10","10:10","ACC",17,3,2020,"ROB"
"APK 7567","11:00","13:00","ACC",17,3,2020,"ROB"
"VRE 769","14:05","14:50","FNA",17,3,2020,"ROB"
"KQ 505","17:50","19:40","ACC",17,3,2020,"ROB"
"SN 243","21:30","05:10","BRU",17,3,2020,"ROB"
"AC 6374","21:30","05:10","BRU",17,3,2020,"ROB"
"UA 9974","21:30","05:10","BRU",17,3,2020,"ROB"
"AFW 344","14:30","16:30","ACC",18,3,2020,"ROB"
"KQ 502","15:10","16:00","FNA",18,3,2020,"ROB"
"VRE 759","16:10","17:40","ABJ",18,3,2020,"ROB"
"KP 20","16:45","18:20","BJL",18,3,2020,"ROB"
"ET 1005","16:45","18:20","BJL",18,3,2020,"ROB"
"SN 241","21:30","05:10","BRU",18,3,2020,"ROB"
"AC 6374","21:30","05:10","BRU",18,3,2020,"ROB"
"UA 9974","21:30","05:10","BRU",18,3,2020,"ROB"
"W3 303","23:59","02:00","ACC",18,3,2020,"ROB"
"AT 566","03:45","08:50","CMN",18,3,2020,"ROB"
"AA 8020","03:45","08:50","CMN",18,3,2020,"ROB"
"BA 7845","03:45","08:50","CMN",18,3,2020,"ROB"
"QR 4643","03:45","08:50","CMN",18,3,2020,"ROB"
"TK 8309","03:45","08:50","CMN",18,3,2020,"ROB"
"SN 241","21:30","05:10","BRU",19,3,2020,"ROB"
"AC 6374","21:30","05:10","BRU",19,3,2020,"ROB"
"UA 9974","21:30","05:10","BRU",19,3,2020,"ROB"
"W3 303","23:59","02:00","ACC",19,3,2020,"ROB"
"AT 566","03:45","08:50","CMN",19,3,2020,"ROB"
"AA 8020","03:45","08:50","CMN",19,3,2020,"ROB"
"BA 7845","03:45","08:50","CMN",19,3,2020,"ROB"
"QR 4643","03:45","08:50","CMN",19,3,2020,"ROB"
"TK 8309","03:45","08:50","CMN",19,3,2020,"ROB"
"KP 21","08:10","10:10","ACC",19,3,2020,"ROB"
"ET 1006","08:10","10:10","ACC",19,3,2020,"ROB"
"APK 7567","11:00","13:00","ACC",19,3,2020,"ROB"
"KQ 505","17:50","19:40","ACC",19,3,2020,"ROB"
"AFW 324","12:30","13:30","FNA",20,3,2020,"ROB"
"VRE 769","14:05","14:50","FNA",20,3,2020,"ROB"
"KQ 502","15:10","16:00","FNA",20,3,2020,"ROB"
"SN 241","21:30","05:10","BRU",20,3,2020,"ROB"
"AC 6374","21:30","05:10","BRU",20,3,2020,"ROB"
"UA 9974","21:30","05:10","BRU",20,3,2020,"ROB"
"W3 303","23:59","02:00","ACC",20,3,2020,"ROB"
"W3 303","23:59","02:00","ACC",21,3,2020,"ROB"
"APK 7567","11:00","13:00","ACC",21,3,2020,"ROB"
"VRE 769","14:05","14:50","FNA",21,3,2020,"ROB"
"AFW 344","14:30","16:30","ACC",21,3,2020,"ROB"
"KQ 505","17:50","19:40","ACC",21,3,2020,"ROB"
"KP 21","08:10","10:10","ACC",22,3,2020,"ROB"
"ET 1006","08:10","10:10","ACC",22,3,2020,"ROB"
"AFW 324","12:30","13:30","FNA",22,3,2020,"ROB"
"KQ 502","15:10","16:00","FNA",22,3,2020,"ROB"
"VRE 759","16:10","17:40","ABJ",22,3,2020,"ROB"
"SN 241","21:30","05:10","BRU",22,3,2020,"ROB"
"AC 6374","21:30","05:10","BRU",22,3,2020,"ROB"
"UA 9974","21:30","05:10","BRU",22,3,2020,"ROB"
"W3 303","23:59","02:00","ACC",22,3,2020,"ROB"
"APK 7567","11:00","13:00","ACC",23,3,2020,"ROB"
"AFW 344","14:30","16:30","ACC",23,3,2020,"ROB"
"KQ 502","15:10","16:00","FNA",23,3,2020,"ROB"
"KP 20","16:45","18:20","BJL",23,3,2020,"ROB"
"AF 339","23:59","05:35","CDG",17,3,2020,"NIM"
"DL 8666","23:59","05:35","CDG",17,3,2020,"NIM"
"TK 541","00:05","01:05","BKO",17,3,2020,"NIM"
"MS 9685","00:05","01:05","BKO",17,3,2020,"NIM"
"TU 399","01:10","04:55","TUN",17,3,2020,"NIM"
"AH 5325","01:20","05:00","ALG",17,3,2020,"NIM"
"8U 711","01:30","06:00","TIP",17,3,2020,"NIM"
"AT 293","03:10","05:15","NDJ",17,3,2020,"NIM"
"AF 6744","03:20","04:50","LOS",17,3,2020,"NIM"
"KP 47","08:35","08:40","OUA",17,3,2020,"NIM"
"ET 1028","08:35","08:40","OUA",17,3,2020,"NIM"
"ET 936","12:30","19:45","ADD",17,3,2020,"NIM"
"KP 1071","12:30","19:45","ADD",17,3,2020,"NIM"
"SQ 6132","12:30","19:45","ADD",17,3,2020,"NIM"
"VRE 741","16:25","17:55","ABJ",17,3,2020,"NIM"
"AF 640","17:15","18:40","COO",17,3,2020,"NIM"
"DL 8302","17:15","18:40","COO",17,3,2020,"NIM"
"AF 647","23:59","05:35","CDG",17,3,2020,"NIM"
"DL 8310","23:59","05:35","CDG",17,3,2020,"NIM"
"TK 543","03:45","11:25","ISL",17,3,2020,"NIM"
"AF 647","23:59","05:35","CDG",18,3,2020,"NIM"
"DL 8310","23:59","05:35","CDG",18,3,2020,"NIM"
"8U 711","01:30","06:00","TIP",18,3,2020,"NIM"
"TK 543","03:45","11:25","ISL",18,3,2020,"NIM"
"KP 47","08:35","08:40","OUA",18,3,2020,"NIM"
"ET 1028","08:35","08:40","OUA",18,3,2020,"NIM"
"NIN 301","11:59","13:40","MFQ",18,3,2020,"NIM"
"SZN 318","12:00","12:45","BKO",18,3,2020,"NIM"
"2J 531","14:30","14:25","OUA",18,3,2020,"NIM"
"VRE 741","16:55","17:55","ABJ",18,3,2020,"NIM"
"AF 306","17:15","17:45","LFW",18,3,2020,"NIM"
"DL 8316","17:15","17:45","LFW",18,3,2020,"NIM"
"AF 339","23:59","05:35","CDG",18,3,2020,"NIM"
"DL 8666","23:59","05:35","CDG",18,3,2020,"NIM"
"AH 5325","01:20","05:00","ALG",18,3,2020,"NIM"
"AF 339","23:59","05:35","CDG",19,3,2020,"NIM"
"DL 8666","23:59","05:35","CDG",19,3,2020,"NIM"
"AH 5325","01:20","05:00","ALG",19,3,2020,"NIM"
"8U 711","01:30","06:00","TIP",19,3,2020,"NIM"
"KP 47","08:35","08:40","OUA",19,3,2020,"NIM"
"ET 1028","08:35","08:40","OUA",19,3,2020,"NIM"
"ET 937","15:10","15:25","OUA",19,3,2020,"NIM"
"KP 1072","15:10","15:25","OUA",19,3,2020,"NIM"
"SQ 6133","15:10","15:25","OUA",19,3,2020,"NIM"
"VRE 741","16:55","17:55","ABJ",19,3,2020,"NIM"
"AF 306","17:15","17:45","LFW",19,3,2020,"NIM"
"DL 8316","17:15","17:45","LFW",19,3,2020,"NIM"
"TK 543","03:45","11:25","ISL",19,3,2020,"NIM"
"AF 339","23:59","05:35","CDG",20,3,2020,"NIM"
"DL 8666","23:59","05:35","CDG",20,3,2020,"NIM"
"8U 711","01:30","06:00","TIP",20,3,2020,"NIM"
"TK 543","03:45","11:25","ISL",20,3,2020,"NIM"
"KP 47","08:35","08:40","OUA",20,3,2020,"NIM"
"ET 1028","08:35","08:40","OUA",20,3,2020,"NIM"
"NIN 501","11:59","14:00","AJY",20,3,2020,"NIM"
"SZN 318","12:00","12:45","BKO",20,3,2020,"NIM"
"ET 936","12:30","19:45","ADD",20,3,2020,"NIM"
"KP 1071","12:30","19:45","ADD",20,3,2020,"NIM"
"SQ 6132","12:30","19:45","ADD",20,3,2020,"NIM"
"2J 531","15:30","15:25","OUA",20,3,2020,"NIM"
"VRE 741","16:55","17:55","ABJ",20,3,2020,"NIM"
"TK 541","00:05","01:05","BKO",20,3,2020,"NIM"
"TK 541","00:05","01:05","BKO",21,3,2020,"NIM"
"8U 711","01:30","06:00","TIP",21,3,2020,"NIM"
"KP 47","08:35","08:40","OUA",21,3,2020,"NIM"
"ET 1028","08:35","08:40","OUA",21,3,2020,"NIM"
"2J 531","14:30","14:25","OUA",21,3,2020,"NIM"
"ET 937","15:10","15:25","OUA",21,3,2020,"NIM"
"KP 1072","15:10","15:25","OUA",21,3,2020,"NIM"
"SQ 6133","15:10","15:25","OUA",21,3,2020,"NIM"
"VRE 741","16:55","17:55","ABJ",21,3,2020,"NIM"
"AF 306","17:15","17:45","LFW",21,3,2020,"NIM"
"DL 8316","17:15","17:45","LFW",21,3,2020,"NIM"
"AF 339","23:59","05:35","CDG",21,3,2020,"NIM"
"DL 8666","23:59","05:35","CDG",21,3,2020,"NIM"
"TU 400","01:35","05:15","TUN",21,3,2020,"NIM"
"8U 711","01:30","06:00","TIP",22,3,2020,"NIM"
"TU 400","01:35","05:15","TUN",22,3,2020,"NIM"
"KP 47","08:35","08:40","OUA",22,3,2020,"NIM"
"ET 1028","08:35","08:40","OUA",22,3,2020,"NIM"
"NIN 701","11:59","14:00","AJY",22,3,2020,"NIM"
"ET 936","12:30","19:45","ADD",22,3,2020,"NIM"
"KP 1071","12:30","19:45","ADD",22,3,2020,"NIM"
"SQ 6132","12:30","19:45","ADD",22,3,2020,"NIM"
"2J 531","14:30","14:25","OUA",22,3,2020,"NIM"
"VRE 741","16:25","17:55","ABJ",22,3,2020,"NIM"
"TK 541","00:05","01:05","BKO",22,3,2020,"NIM"
"TK 541","00:05","01:05","BKO",23,3,2020,"NIM"
"8U 711","01:30","06:00","TIP",23,3,2020,"NIM"
"SZN 318","12:00","12:45","BKO",23,3,2020,"NIM"
"2J 531","14:30","14:25","OUA",23,3,2020,"NIM"
"VRE 741","16:25","17:55","ABJ",23,3,2020,"NIM"
"AF 306","17:15","17:45","LFW",23,3,2020,"NIM"
"DL 8316","17:15","17:45","LFW",23,3,2020,"NIM"
"AF 339","23:59","05:35","CDG",23,3,2020,"NIM"
"DL 8666","23:59","05:35","CDG",23,3,2020,"NIM"
"TU 399","01:10","04:55","TUN",23,3,2020,"NIM"
"AF 6744","03:20","04:50","LOS",23,3,2020,"NIM"
"IAN 100","07:45","09:00","LOS",17,3,2020,"QUO"
"IAN 200","08:00","09:15","ABV",17,3,2020,"QUO"
"9J 362","09:27","10:37","ABV",17,3,2020,"QUO"
"AJ 152","12:20","13:30","LOS",17,3,2020,"QUO"
"APK 7141","12:30","13:30","LOS",17,3,2020,"QUO"
"9J 334","13:05","14:15","LOS",17,3,2020,"QUO"
"APK 7145","15:00","16:00","ABV",17,3,2020,"QUO"
"IAN 204","16:00","17:15","ABV",17,3,2020,"QUO"
"IAN 104","16:15","17:30","LOS",17,3,2020,"QUO"
"IAN 100","07:45","09:00","LOS",18,3,2020,"QUO"
"IAN 200","08:00","09:15","ABV",18,3,2020,"QUO"
"9J 362","09:27","10:37","ABV",18,3,2020,"QUO"
"IAN 102","11:45","13:00","LOS",18,3,2020,"QUO"
"AJ 152","12:20","13:30","LOS",18,3,2020,"QUO"
"APK 7141","12:30","13:30","LOS",18,3,2020,"QUO"
"9J 334","13:05","14:15","LOS",18,3,2020,"QUO"
"APK 7145","15:00","16:00","ABV",18,3,2020,"QUO"
"IAN 204","16:00","17:15","ABV",18,3,2020,"QUO"
"IAN 104","16:15","17:30","LOS",18,3,2020,"QUO"
"IAN 100","07:45","09:00","LOS",19,3,2020,"QUO"
"IAN 200","08:00","09:15","ABV",19,3,2020,"QUO"
"9J 362","09:27","10:37","ABV",19,3,2020,"QUO"
"IAN 202","12:00","13:15","ABV",19,3,2020,"QUO"
"AJ 152","12:20","13:30","LOS",19,3,2020,"QUO"
"APK 7141","12:30","13:30","LOS",19,3,2020,"QUO"
"9J 334","13:05","14:15","LOS",19,3,2020,"QUO"
"APK 7145","15:00","16:00","ABV",19,3,2020,"QUO"
"IAN 204","16:00","17:15","ABV",19,3,2020,"QUO"
"IAN 104","16:15","17:30","LOS",19,3,2020,"QUO"
"IAN 100","07:45","09:00","LOS",20,3,2020,"QUO"
"IAN 200","08:00","09:15","ABV",20,3,2020,"QUO"
"9J 362","09:27","10:37","ABV",20,3,2020,"QUO"
"IAN 102","11:45","13:00","LOS",20,3,2020,"QUO"
"IAN 202","12:00","13:15","ABV",20,3,2020,"QUO"
"AJ 152","12:20","13:30","LOS",20,3,2020,"QUO"
"APK 7141","12:30","13:30","LOS",20,3,2020,"QUO"
"9J 334","13:05","14:15","LOS",20,3,2020,"QUO"
"APK 7145","15:00","16:00","ABV",20,3,2020,"QUO"
"IAN 204","16:00","17:15","ABV",20,3,2020,"QUO"
"IAN 104","16:15","17:30","LOS",20,3,2020,"QUO"
"IAN 106","08:45","10:00","LOS",21,3,2020,"QUO"
"IAN 206","09:00","10:15","ABV",21,3,2020,"QUO"
"9J 362","09:27","10:37","ABV",21,3,2020,"QUO"
"APK 7302","11:40","12:40","ABV",21,3,2020,"QUO"
"APK 7143","12:30","13:30","LOS",21,3,2020,"QUO"
"AJ 152","13:00","14:10","LOS",21,3,2020,"QUO"
"9J 334","13:05","14:15","LOS",21,3,2020,"QUO"
"IAN 204","16:00","17:15","ABV",21,3,2020,"QUO"
"IAN 104","16:15","17:30","LOS",21,3,2020,"QUO"
"IAN 106","08:45","10:00","LOS",22,3,2020,"QUO"
"9J 362","09:00","10:10","ABV",22,3,2020,"QUO"
"IAN 206","09:00","10:15","ABV",22,3,2020,"QUO"
"APK 7301","11:40","12:40","ABV",22,3,2020,"QUO"
"APK 7145","12:30","13:40","LOS",22,3,2020,"QUO"
"9J 334","12:42","13:50","LOS",22,3,2020,"QUO"
"AJ 152","13:00","14:10","LOS",22,3,2020,"QUO"
"IAN 204","16:00","17:15","ABV",22,3,2020,"QUO"
"IAN 104","16:15","17:30","LOS",22,3,2020,"QUO"
"IAN 100","07:45","09:00","LOS",23,3,2020,"QUO"
"IAN 200","08:00","09:15","ABV",23,3,2020,"QUO"
"9J 362","09:27","10:37","ABV",23,3,2020,"QUO"
"IAN 102","11:45","13:00","LOS",23,3,2020,"QUO"
"IAN 202","12:00","13:15","ABV",23,3,2020,"QUO"
"AJ 152","12:20","13:30","LOS",23,3,2020,"QUO"
"APK 7141","12:30","13:30","LOS",23,3,2020,"QUO"
"9J 334","13:05","14:15","LOS",23,3,2020,"QUO"
"APK 7145","15:00","16:00","ABV",23,3,2020,"QUO"
"IAN 204","16:00","17:15","ABV",23,3,2020,"QUO"
"IAN 104","16:15","17:30","LOS",23,3,2020,"QUO"
"AH 1010","09:10","11:30","ORY",17,3,2020,"ALG"
"AH 6146","23:55","02:25","TIN",17,3,2020,"ALG"
"AH 6230","23:59","02:25","TMR",17,3,2020,"ALG"
"AF 4197","00:20","03:00","CDG",17,3,2020,"ALG"
"TK 656","02:15","07:55","ISL",17,3,2020,"ALG"
"LH 1319","02:35","05:20","FRA",17,3,2020,"ALG"
"AC 9359","02:35","05:20","FRA",17,3,2020,"ALG"
"AZ 803","05:40","07:25","FCO",17,3,2020,"ALG"
"AF 1355","06:00","08:40","CDG",17,3,2020,"ALG"
"KL 2067","06:00","08:40","CDG",17,3,2020,"ALG"
"KQ 3010","06:00","08:40","CDG",17,3,2020,"ALG"
"SU 3108","06:00","08:40","CDG",17,3,2020,"ALG"
"AH 6012","06:10","07:00","CZL",17,3,2020,"ALG"
"AH 6212","07:00","07:30","QSF",17,3,2020,"ALG"
"AH 6058","07:00","07:50","GJL",17,3,2020,"ALG"
"AH 2012","07:00","08:20","BCN",17,3,2020,"ALG"
"AH 6180","07:00","08:15","ORN",17,3,2020,"ALG"
"AH 4000","07:10","08:30","TUN",17,3,2020,"ALG"
"AH 6100","07:10","08:10","ORN",17,3,2020,"ALG"
"AH 6170","07:15","08:30","AAE",17,3,2020,"ALG"
"AH 1002","07:15","09:45","CDG",17,3,2020,"ALG"
"AH 6116","07:20","08:25","TLM",17,3,2020,"ALG"
"AH 6190","07:30","08:35","CZL",17,3,2020,"ALG"
"AH 6470","07:45","09:15","GHA",17,3,2020,"ALG"
"AH 1804","08:00","09:30","MRS",17,3,2020,"ALG"
"AH 6252","08:15","09:40","ELU",17,3,2020,"ALG"
"AH 6040","08:20","09:10","BSK",17,3,2020,"ALG"
"AH 4016","08:30","13:20","BEY",17,3,2020,"ALG"
"AH 6050","08:30","09:00","BJA",17,3,2020,"ALG"
"AH 6134","08:30","10:45","CBH",17,3,2020,"ALG"
"AH 1022","09:00","10:30","MRS",17,3,2020,"ALG"
"TO 4801","09:15","11:10","LYS",17,3,2020,"ALG"
"AF 6036","09:15","11:10","LYS",17,3,2020,"ALG"
"AH 1036","09:30","11:20","LYS",17,3,2020,"ALG"
"AH 6032","09:30","10:45","TEE",17,3,2020,"ALG"
"AH 4012","09:35","11:30","CMN",17,3,2020,"ALG"
"AH 3016","09:40","15:15","ISL",17,3,2020,"ALG"
"TK 4596","09:40","15:15","ISL",17,3,2020,"ALG"
"AH 2006","09:45","11:30","MAD",17,3,2020,"ALG"
"AH 1216","10:00","12:25","ETZ",17,3,2020,"ALG"
"AH 1074","10:15","12:50","LIL",17,3,2020,"ALG"
"AH 2054","10:20","12:30","LHR",17,3,2020,"ALG"
"AH 1224","10:20","13:00","LYS",17,3,2020,"ALG"
"AH 1000","10:30","13:00","CDG",17,3,2020,"ALG"
"AF 1555","10:45","13:20","CDG",17,3,2020,"ALG"
"SU 3110","10:45","13:20","CDG",17,3,2020,"ALG"
"KL 2181","10:45","13:20","CDG",17,3,2020,"ALG"
"AH 6182","10:55","12:05","ORN",17,3,2020,"ALG"
"TK 654","11:05","16:40","ISL",17,3,2020,"ALG"
"AH 6172","11:10","12:25","AAE",17,3,2020,"ALG"
"AH 2004","11:45","12:45","ALC",17,3,2020,"ALG"
"AH 6070","11:45","12:55","LOO",17,3,2020,"ALG"
"AH 6216","12:00","13:40","OGX",17,3,2020,"ALG"
"AZ 801","12:00","13:50","FCO",17,3,2020,"ALG"
"AH 1004","12:00","14:20","ORY",17,3,2020,"ALG"
"AH 2066","12:00","14:40","CRL",17,3,2020,"ALG"
"TU 339","12:15","13:25","TUN",17,3,2020,"ALG"
"AH 2700","12:40","16:40","YUL",17,3,2020,"ALG"
"AH 6408","12:45","14:35","ELG",17,3,2020,"ALG"
"AT 561","13:05","15:00","CMN",17,3,2020,"ALG"
"AF 9455","13:10","15:30","ORY",17,3,2020,"ALG"
"AH 1214","13:15","15:45","CDG",17,3,2020,"ALG"
"MS 846","13:25","18:05","CAI",17,3,2020,"ALG"
"AH 6192","13:30","14:35","CZL",17,3,2020,"ALG"
"BA 2547","13:35","15:30","LGW",17,3,2020,"ALG"
"IB 8805","14:10","15:40","MAD",17,3,2020,"ALG"
"AH 1020","14:20","15:50","MRS",17,3,2020,"ALG"
"AF 1855","15:05","17:40","CDG",17,3,2020,"ALG"
"KL 2183","15:05","17:40","CDG",17,3,2020,"ALG"
"MU 4986","15:05","17:40","CDG",17,3,2020,"ALG"
"SU 3114","15:05","17:40","CDG",17,3,2020,"ALG"
"AH 6056","15:10","16:00","GJL",17,3,2020,"ALG"
"AH 1190","15:10","17:00","BOD",17,3,2020,"ALG"
"AH 6140","15:15","18:05","AZR",17,3,2020,"ALG"
"EK 758","15:20","00:50","DXB",17,3,2020,"ALG"
"AH 1506","15:20","17:40","CDG",17,3,2020,"ALG"
"AH 6174","15:25","16:40","AAE",17,3,2020,"ALG"
"AH 6236","16:30","17:35","GHA",17,3,2020,"ALG"
"AH 6244","16:30","19:10","IAM",17,3,2020,"ALG"
"AH 1044","16:30","18:00","TLS",17,3,2020,"ALG"
"AH 1012","16:40","19:10","CDG",17,3,2020,"ALG"
"TK 652","16:45","22:10","ISL",17,3,2020,"ALG"
"AH 2014","16:45","18:05","BCN",17,3,2020,"ALG"
"AH 6296","16:50","19:45","INZ",17,3,2020,"ALG"
"AH 6184","17:00","18:15","ORN",17,3,2020,"ALG"
"AH 6194","17:40","18:45","CZL",17,3,2020,"ALG"
"AH 1024","17:45","19:15","MRS",17,3,2020,"ALG"
"AH 6006","18:00","19:00","AAE",17,3,2020,"ALG"
"AH 6200","18:30","20:00","GHA",17,3,2020,"ALG"
"AH 6026","18:30","19:20","CZL",17,3,2020,"ALG"
"AH 1008","18:35","20:55","ORY",17,3,2020,"ALG"
"AH 6018","18:55","20:00","CZL",17,3,2020,"ALG"
"AF 1655","19:00","21:35","CDG",17,3,2020,"ALG"
"KQ 3017","19:00","21:35","CDG",17,3,2020,"ALG"
"SU 3112","19:00","21:35","CDG",17,3,2020,"ALG"
"AH 6226","19:05","20:20","HME",17,3,2020,"ALG"
"AH 1230","19:30","22:00","CDG",17,3,2020,"ALG"
"AH 6150","19:30","22:00","TIN",17,3,2020,"ALG"
"AH 6176","19:40","20:55","AAE",17,3,2020,"ALG"
"AH 5010","20:10","00:05","DSS",17,3,2020,"ALG"
"VY 7990","20:10","21:45","MRS",17,3,2020,"ALG"
"IB 5722","20:10","21:45","MRS",17,3,2020,"ALG"
"AH 6106","20:30","21:30","ORN",17,3,2020,"ALG"
"AH 6148","22:00","23:30","CBH",17,3,2020,"ALG"
"AH 3018","22:10","03:45","ISL",17,3,2020,"ALG"
"TK 4598","22:10","03:45","ISL",17,3,2020,"ALG"
"AH 4062","22:35","08:05","DXB",17,3,2020,"ALG"
"AF 4152","00:20","03:00","CDG",17,3,2020,"ALG"
"LH 1319","02:45","05:30","FRA",17,3,2020,"ALG"
"AC 9359","02:45","05:30","FRA",17,3,2020,"ALG"
"AF 4152","00:20","03:00","CDG",18,3,2020,"ALG"
"TK 656","02:15","07:55","ISL",18,3,2020,"ALG"
"LH 1319","02:45","05:30","FRA",18,3,2020,"ALG"
"AC 9359","02:45","05:30","FRA",18,3,2020,"ALG"
"AF 1355","06:00","08:40","CDG",18,3,2020,"ALG"
"KL 2067","06:00","08:40","CDG",18,3,2020,"ALG"
"KQ 3010","06:00","08:40","CDG",18,3,2020,"ALG"
"SU 3108","06:00","08:40","CDG",18,3,2020,"ALG"
"AH 6058","07:00","07:50","GJL",18,3,2020,"ALG"
"AH 6180","07:00","08:15","ORN",18,3,2020,"ALG"
"AH 6226","07:15","08:30","HME",18,3,2020,"ALG"
"AH 1002","07:15","09:45","CDG",18,3,2020,"ALG"
"AH 6170","07:15","08:30","AAE",18,3,2020,"ALG"
"AH 6252","07:20","08:45","ELU",18,3,2020,"ALG"
"AH 6100","07:30","08:30","ORN",18,3,2020,"ALG"
"AH 6190","07:30","08:35","CZL",18,3,2020,"ALG"
"AH 6288","07:55","10:20","TMR",18,3,2020,"ALG"
"AH 6040","08:00","09:00","BSK",18,3,2020,"ALG"
"AH 6038","08:25","09:15","BLJ",18,3,2020,"ALG"
"AH 4038","08:30","13:15","CAI",18,3,2020,"ALG"
"AH 1022","09:00","10:30","MRS",18,3,2020,"ALG"
"AH 2028","09:00","11:20","VIE",18,3,2020,"ALG"
"AH 1800","09:00","11:00","MRS",18,3,2020,"ALG"
"AH 1010","09:10","11:30","ORY",18,3,2020,"ALG"
"AH 1036","09:30","11:20","LYS",18,3,2020,"ALG"
"AH 4012","09:35","11:30","CMN",18,3,2020,"ALG"
"AH 3016","09:45","15:20","ISL",18,3,2020,"ALG"
"TK 4596","09:45","15:20","ISL",18,3,2020,"ALG"
"AH 1216","10:00","12:25","ETZ",18,3,2020,"ALG"
"AH 6156","10:00","12:50","TMX",18,3,2020,"ALG"
"AH 2062","10:05","12:50","BRU",18,3,2020,"ALG"
"AH 2026","10:15","12:15","MXP",18,3,2020,"ALG"
"AH 2070","10:15","13:15","FRA",18,3,2020,"ALG"
"AH 1000","10:30","13:00","CDG",18,3,2020,"ALG"
"AH 6102","10:35","11:50","ORN",18,3,2020,"ALG"
"AH 1172","11:00","13:10","MLH",18,3,2020,"ALG"
"AH 6172","11:10","12:25","AAE",18,3,2020,"ALG"
"AH 6192","11:20","12:25","CZL",18,3,2020,"ALG"
"AH 6182","11:30","12:45","ORN",18,3,2020,"ALG"
"AH 6032","11:45","13:00","TEE",18,3,2020,"ALG"
"TU 339","11:55","13:05","TUN",18,3,2020,"ALG"
"AH 6216","12:00","13:40","OGX",18,3,2020,"ALG"
"AH 1004","12:00","14:20","ORY",18,3,2020,"ALG"
"AH 2004","12:15","13:15","ALC",18,3,2020,"ALG"
"AH 1206","12:35","15:00","CDG",18,3,2020,"ALG"
"AH 6018","12:35","13:40","CZL",18,3,2020,"ALG"
"AT 561","13:05","15:00","CMN",18,3,2020,"ALG"
"LH 1317","13:10","15:55","FRA",18,3,2020,"ALG"
"AC 9196","13:10","15:55","FRA",18,3,2020,"ALG"
"AH 1214","13:15","15:45","CDG",18,3,2020,"ALG"
"MS 846","13:25","18:05","CAI",18,3,2020,"ALG"
"BA 2547","13:35","15:30","LGW",18,3,2020,"ALG"
"BJ 131","13:40","15:00","TUN",18,3,2020,"ALG"
"SF 2382","14:00","16:00","CBH",18,3,2020,"ALG"
"IB 8805","14:10","15:40","MAD",18,3,2020,"ALG"
"AH 1020","14:20","15:50","MRS",18,3,2020,"ALG"
"AH 6056","15:00","15:50","GJL",18,3,2020,"ALG"
"AH 4064","15:00","20:50","AMM",18,3,2020,"ALG"
"AF 1855","15:05","17:40","CDG",18,3,2020,"ALG"
"KL 2183","15:05","17:40","CDG",18,3,2020,"ALG"
"MU 4986","15:05","17:40","CDG",18,3,2020,"ALG"
"SU 3114","15:05","17:40","CDG",18,3,2020,"ALG"
"EK 758","15:20","00:50","DXB",18,3,2020,"ALG"
"AH 1506","15:20","17:40","CDG",18,3,2020,"ALG"
"AH 6174","15:25","16:40","AAE",18,3,2020,"ALG"
"SF 2110","15:30","16:25","CZL",18,3,2020,"ALG"
"QR 1380","15:45","23:25","DOH",18,3,2020,"ALG"
"AH 1034","16:00","17:50","LYS",18,3,2020,"ALG"
"SF 2320","16:00","17:40","AZR",18,3,2020,"ALG"
"AH 6550","16:00","16:50","CZL",18,3,2020,"ALG"
"AH 1012","16:40","19:10","CDG",18,3,2020,"ALG"
"TK 652","16:45","22:10","ISL",18,3,2020,"ALG"
"AH 2014","16:45","18:05","BCN",18,3,2020,"ALG"
"AH 4002","16:50","18:10","TUN",18,3,2020,"ALG"
"AH 5326","16:55","20:10","BKO",18,3,2020,"ALG"
"AH 6184","17:00","18:15","ORN",18,3,2020,"ALG"
"AH 6120","17:15","18:45","TLM",18,3,2020,"ALG"
"AH 6222","17:30","18:45","HME",18,3,2020,"ALG"
"AH 6194","17:40","18:45","CZL",18,3,2020,"ALG"
"AH 6006","18:00","19:00","AAE",18,3,2020,"ALG"
"AH 6200","18:30","20:00","GHA",18,3,2020,"ALG"
"AH 6026","18:30","19:20","CZL",18,3,2020,"ALG"
"AH 1008","18:35","20:55","ORY",18,3,2020,"ALG"
"AH 5322","19:00","21:15","OUA",18,3,2020,"ALG"
"AH 4014","19:00","22:15","NKC",18,3,2020,"ALG"
"AH 6010","19:00","20:00","AAE",18,3,2020,"ALG"
"AF 1655","19:00","21:35","CDG",18,3,2020,"ALG"
"KQ 3017","19:00","21:35","CDG",18,3,2020,"ALG"
"SU 3112","19:00","21:35","CDG",18,3,2020,"ALG"
"AH 2206","19:20","21:00","MAD",18,3,2020,"ALG"
"AH 1230","19:30","22:00","CDG",18,3,2020,"ALG"
"AH 6234","19:30","21:55","TMR",18,3,2020,"ALG"
"AH 6176","19:40","20:55","AAE",18,3,2020,"ALG"
"AH 5318","20:00","23:50","ABJ",18,3,2020,"ALG"
"VY 7990","20:10","21:45","MRS",18,3,2020,"ALG"
"IB 5722","20:10","21:45","MRS",18,3,2020,"ALG"
"AH 6106","20:30","21:30","ORN",18,3,2020,"ALG"
"AH 5324","20:35","00:20","NIM",18,3,2020,"ALG"
"TK 6397","20:40","22:25","MXP",18,3,2020,"ALG"
"AH 6544","22:00","00:05","TMR",18,3,2020,"ALG"
"AH 3018","22:10","03:45","ISL",18,3,2020,"ALG"
