"flight","departure_time","arrival_time","origin","day","month","year","airport"
"AH 1013","20:35","22:50","CDG",17,3,2020,"ALG"
"AZ 802","22:10","00:05","FCO",17,3,2020,"ALG"
"LH 1318","21:55","00:25","FRA",17,3,2020,"ALG"
"AC 9358","21:55","00:25","FRA",17,3,2020,"ALG"
"TK 655","23:15","01:20","ISL",17,3,2020,"ALG"
"AH 5327","21:10","02:05","BKO",17,3,2020,"ALG"
"AH 5323","22:15","03:05","OUA",17,3,2020,"ALG"
"AH 4015","23:15","03:50","NKC",17,3,2020,"ALG"
"AH 6143","02:20","04:10","AZR",17,3,2020,"ALG"
"AH 5325","01:20","05:00","NIM",17,3,2020,"ALG"
"AH 6147","03:25","05:45","TIN",17,3,2020,"ALG"
"AH 6231","03:25","05:55","TMR",17,3,2020,"ALG"
"AH 3019","05:00","06:30","ISL",17,3,2020,"ALG"
"TK 4599","05:00","06:30","ISL",17,3,2020,"ALG"
"AH 6107","07:00","08:00","ORN",17,3,2020,"ALG"
"TO 4800","06:05","08:05","LYS",17,3,2020,"ALG"
"AF 6035","06:05","08:05","LYS",17,3,2020,"ALG"
"AH 6583","07:05","08:05","ORN",17,3,2020,"ALG"
"AH 6223","07:00","08:15","HME",17,3,2020,"ALG"
"AH 6027","07:35","08:25","CZL",17,3,2020,"ALG"
"AH 6219","07:00","08:40","OGX",17,3,2020,"ALG"
"AH 6251","07:50","08:40","ELU",17,3,2020,"ALG"
"AH 6007","07:50","08:50","AAE",17,3,2020,"ALG"
"AH 1025","07:30","09:10","MRS",17,3,2020,"ALG"
"AF 1554","07:00","09:25","CDG",17,3,2020,"ALG"
"KL 2180","07:00","09:25","CDG",17,3,2020,"ALG"
"SU 3111","07:00","09:25","CDG",17,3,2020,"ALG"
"AH 6059","08:40","09:35","GJL",17,3,2020,"ALG"
"AH 1009","07:40","09:50","ORY",17,3,2020,"ALG"
"AH 6201","08:20","09:50","GHA",17,3,2020,"ALG"
"TK 653","07:55","10:00","ISL",17,3,2020,"ALG"
"AH 6191","09:25","10:30","CZL",17,3,2020,"ALG"
"AH 6181","09:05","10:20","ORN",17,3,2020,"ALG"
"AH 2013","09:20","10:40","BCN",17,3,2020,"ALG"
"AH 6171","09:20","10:40","AAE",17,3,2020,"ALG"
"TU 338","09:25","10:45","TUN",17,3,2020,"ALG"
"AH 4001","09:30","10:50","TUN",17,3,2020,"ALG"
"AZ 800","09:20","11:15","FCO",17,3,2020,"ALG"
"AH 1231","09:15","11:30","CDG",17,3,2020,"ALG"
"AT 560","10:00","11:35","CMN",17,3,2020,"ALG"
"AF 9454","09:40","11:50","ORY",17,3,2020,"ALG"
"AH 1805","10:30","12:00","MRS",17,3,2020,"ALG"
"AH 6253","10:30","12:00","ELU",17,3,2020,"ALG"
"MS 845","09:10","12:25","CAI",17,3,2020,"ALG"
"BA 2546","08:50","12:35","LGW",17,3,2020,"ALG"
"AH 6193","11:30","12:35","CZL",17,3,2020,"ALG"
"EK 757","08:10","12:40","DXB",17,3,2020,"ALG"
"IB 8804","11:40","13:10","MAD",17,3,2020,"ALG"
"AH 1023","11:30","13:10","MRS",17,3,2020,"ALG"
"AH 6033","11:35","13:10","TEE",17,3,2020,"ALG"
"AH 1003","11:15","13:30","CDG",17,3,2020,"ALG"
"AH 6135","11:35","13:35","CBH",17,3,2020,"ALG"
"KQ 3728","11:25","13:45","CDG",17,3,2020,"ALG"
"AF 1854","11:25","13:45","CDG",17,3,2020,"ALG"
"KL 2182","11:25","13:45","CDG",17,3,2020,"ALG"
"SU 3115","11:25","13:45","CDG",17,3,2020,"ALG"
"MU 4985","11:25","13:45","CDG",17,3,2020,"ALG"
"AH 2007","12:30","14:10","MAD",17,3,2020,"ALG"
"AH 6183","12:55","14:10","ORN",17,3,2020,"ALG"
"AH 1037","12:35","14:25","LYS",17,3,2020,"ALG"
"AH 6173","13:15","14:35","AAE",17,3,2020,"ALG"
"AH 4013","13:00","14:45","CMN",17,3,2020,"ALG"
"AH 6071","13:45","14:50","LOO",17,3,2020,"ALG"
"AH 1011","13:00","15:10","ORY",17,3,2020,"ALG"
"TK 651","13:15","15:15","ISL",17,3,2020,"ALG"
"AH 6013","14:30","15:30","CZL",17,3,2020,"ALG"
"AH 1217","13:25","15:30","ETZ",17,3,2020,"ALG"
"AH 6213","15:10","15:40","QSF",17,3,2020,"ALG"
"AH 1075","13:50","16:15","LIL",17,3,2020,"ALG"
"SF 2221","15:20","16:20","ORN",17,3,2020,"ALG"
"AH 6021","15:30","16:35","CZL",17,3,2020,"ALG"
"AH 1225","14:00","16:40","LYS",17,3,2020,"ALG"
"AH 6141","14:05","16:45","AZR",17,3,2020,"ALG"
"AH 1001","14:30","16:45","CDG",17,3,2020,"ALG"
"AH 6409","15:25","17:25","ELG",17,3,2020,"ALG"
"AH 6471","16:00","17:30","GHA",17,3,2020,"ALG"
"AF 1654","15:20","17:40","CDG",17,3,2020,"ALG"
"SU 3113","15:20","17:40","CDG",17,3,2020,"ALG"
"AH 6057","16:50","17:45","GJL",17,3,2020,"ALG"
"AH 4017","14:20","17:50","BEY",17,3,2020,"ALG"
"AH 2055","14:00","17:55","LHR",17,3,2020,"ALG"
"TK 4597","16:25","17:55","ISL",17,3,2020,"ALG"
"AH 3017","16:25","17:55","ISL",17,3,2020,"ALG"
"AH 6041","17:15","18:05","BSK",17,3,2020,"ALG"
"AH 1005","15:55","18:05","ORY",17,3,2020,"ALG"
"AH 2067","15:40","18:25","CRL",17,3,2020,"ALG"
"AH 1021","16:50","18:30","MRS",17,3,2020,"ALG"
"AH 6175","17:30","18:50","AAE",17,3,2020,"ALG"
"VY 7991","17:35","19:10","MRS",17,3,2020,"ALG"
"IB 5723","17:35","19:10","MRS",17,3,2020,"ALG"
"AH 1215","17:00","19:15","CDG",17,3,2020,"ALG"
"AH 2005","18:15","19:15","ALC",17,3,2020,"ALG"
"AH 1191","18:00","19:40","BOD",17,3,2020,"ALG"
"AH 6185","19:05","20:20","ORN",17,3,2020,"ALG"
"AH 2015","19:05","20:25","BCN",17,3,2020,"ALG"
"AH 6195","19:35","20:35","CZL",17,3,2020,"ALG"
"AH 1045","19:00","20:40","TLS",17,3,2020,"ALG"
"AH 6025","20:20","21:10","CZL",17,3,2020,"ALG"
"AH 1507","19:10","21:20","CDG",17,3,2020,"ALG"
"AH 6217","19:50","21:30","OGX",17,3,2020,"ALG"
"AH 6227","21:20","22:35","HME",17,3,2020,"ALG"
"AH 6245","20:00","22:50","IAM",17,3,2020,"ALG"
"AH 6177","21:45","23:05","AAE",17,3,2020,"ALG"
"KQ 3016","21:00","23:20","CDG",17,3,2020,"ALG"
"SU 3109","21:00","23:20","CDG",17,3,2020,"ALG"
"AF 1354","21:00","23:20","CDG",17,3,2020,"ALG"
"KL 2068","21:00","23:20","CDG",17,3,2020,"ALG"
"AH 6237","21:15","23:45","TMR",17,3,2020,"ALG"
"LH 1318","22:05","00:35","FRA",17,3,2020,"ALG"
"AC 9358","22:05","00:35","FRA",17,3,2020,"ALG"
"AH 6151","01:05","02:40","CBH",17,3,2020,"ALG"
"AH 1013","20:35","22:50","CDG",18,3,2020,"ALG"
"LH 1318","22:05","00:35","FRA",18,3,2020,"ALG"
"AC 9358","22:05","00:35","FRA",18,3,2020,"ALG"
"TK 655","23:15","01:20","ISL",18,3,2020,"ALG"
"AH 6151","01:05","02:40","CBH",18,3,2020,"ALG"
"AH 6149","02:40","05:00","TIN",18,3,2020,"ALG"
"AH 5011","01:05","06:25","DSS",18,3,2020,"ALG"
"AH 3019","05:00","06:30","ISL",18,3,2020,"ALG"
"TK 4599","05:00","06:30","ISL",18,3,2020,"ALG"
"AH 2701","18:40","07:30","YUL",18,3,2020,"ALG"
"AH 6107","07:00","08:00","ORN",18,3,2020,"ALG"
"AH 6007","07:15","08:15","AAE",18,3,2020,"ALG"
"AH 6027","08:15","09:15","CZL",18,3,2020,"ALG"
"AH 6059","08:40","09:35","GJL",18,3,2020,"ALG"
"AH 6201","08:15","09:45","GHA",18,3,2020,"ALG"
"AH 1009","07:40","09:50","ORY",18,3,2020,"ALG"
"AH 6181","09:05","10:20","ORN",18,3,2020,"ALG"
"AH 6191","09:25","10:30","CZL",18,3,2020,"ALG"
"AH 6171","09:20","10:40","AAE",18,3,2020,"ALG"
"TU 338","09:25","10:45","TUN",18,3,2020,"ALG"
"AH 6227","09:30","10:45","HME",18,3,2020,"ALG"
"AH 6041","09:50","10:50","BSK",18,3,2020,"ALG"
"AH 6253","09:35","11:05","ELU",18,3,2020,"ALG"
"AH 1231","09:15","11:30","CDG",18,3,2020,"ALG"
"AT 560","10:00","11:35","CMN",18,3,2020,"ALG"
"LH 1316","09:20","11:50","FRA",18,3,2020,"ALG"
"AC 9246","09:20","11:50","FRA",18,3,2020,"ALG"
"MS 845","09:10","12:25","CAI",18,3,2020,"ALG"
"BA 2546","08:35","12:25","LGW",18,3,2020,"ALG"
"EK 757","08:10","12:40","DXB",18,3,2020,"ALG"
"BJ 130","11:15","12:40","TUN",18,3,2020,"ALG"
"AH 1023","11:30","13:10","MRS",18,3,2020,"ALG"
"IB 8804","11:40","13:10","MAD",18,3,2020,"ALG"
"AH 1003","11:15","13:30","CDG",18,3,2020,"ALG"
"QR 1379","09:00","13:45","DOH",18,3,2020,"ALG"
"AF 1854","11:25","13:45","CDG",18,3,2020,"ALG"
"KL 2182","11:25","13:45","CDG",18,3,2020,"ALG"
"KQ 3728","11:25","13:45","CDG",18,3,2020,"ALG"
"MU 4985","11:25","13:45","CDG",18,3,2020,"ALG"
"SU 3115","11:25","13:45","CDG",18,3,2020,"ALG"
"AH 6289","11:20","13:50","TMR",18,3,2020,"ALG"
"AH 6193","13:15","14:20","CZL",18,3,2020,"ALG"
"AH 1037","12:35","14:25","LYS",18,3,2020,"ALG"
"AH 4063","09:50","14:30","DXB",18,3,2020,"ALG"
"AH 6173","13:15","14:35","AAE",18,3,2020,"ALG"
"AH 4013","13:00","14:45","CMN",18,3,2020,"ALG"
"AH 6183","13:35","14:50","ORN",18,3,2020,"ALG"
"SF 2115","14:00","15:00","CZL",18,3,2020,"ALG"
"AH 1011","13:00","15:10","ORY",18,3,2020,"ALG"
"AH 2005","14:15","15:15","ALC",18,3,2020,"ALG"
"AH 2027","13:15","15:15","MXP",18,3,2020,"ALG"
"TK 651","13:15","15:15","ISL",18,3,2020,"ALG"
"AH 6033","13:50","15:25","TEE",18,3,2020,"ALG"
"AH 1217","13:25","15:30","ETZ",18,3,2020,"ALG"
"AH 6117","14:25","15:30","TLM",18,3,2020,"ALG"
"AH 6217","14:30","16:10","OGX",18,3,2020,"ALG"
"AH 1173","14:10","16:20","MLH",18,3,2020,"ALG"
"AH 6157","13:40","16:30","TMX",18,3,2020,"ALG"
"AH 2063","14:00","16:35","BRU",18,3,2020,"ALG"
"AH 1001","14:30","16:45","CDG",18,3,2020,"ALG"
"AH 2071","14:30","17:20","FRA",18,3,2020,"ALG"
"AH 6051","16:50","17:20","BJA",18,3,2020,"ALG"
"AH 4039","14:15","17:25","CAI",18,3,2020,"ALG"
"AH 6057","16:40","17:35","GJL",18,3,2020,"ALG"
"AF 1654","15:20","17:40","CDG",18,3,2020,"ALG"
"SU 3113","15:20","17:40","CDG",18,3,2020,"ALG"
"AH 1801","16:15","17:50","HME",18,3,2020,"ALG"
"TK 4597","16:25","17:55","ISL",18,3,2020,"ALG"
"AH 3017","16:25","17:55","ISL",18,3,2020,"ALG"
"AH 6039","17:10","18:00","BLJ",18,3,2020,"ALG"
"AH 1005","15:55","18:05","ORY",18,3,2020,"ALG"
"AH 1207","16:00","18:25","CDG",18,3,2020,"ALG"
"AH 1021","16:50","18:30","MRS",18,3,2020,"ALG"
"SF 2383","16:45","18:45","CBH",18,3,2020,"ALG"
"AH 2029","15:50","18:50","VIE",18,3,2020,"ALG"
"AH 6175","17:30","18:50","AAE",18,3,2020,"ALG"
"TK 6397","17:25","19:10","IST",18,3,2020,"ALG"
"VY 7991","17:35","19:10","MRS",18,3,2020,"ALG"
"IB 5723","17:35","19:10","MRS",18,3,2020,"ALG"
"AH 1215","17:00","19:15","CDG",18,3,2020,"ALG"
"AH 6019","19:10","20:15","CZL",18,3,2020,"ALG"
"SF 2321","18:40","20:20","AZR",18,3,2020,"ALG"
"AH 6185","19:05","20:20","ORN",18,3,2020,"ALG"
"AH 2015","19:05","20:25","BCN",18,3,2020,"ALG"
"AH 4003","19:15","20:35","TUN",18,3,2020,"ALG"
"AH 6195","19:35","20:35","CZL",18,3,2020,"ALG"
"AH 1035","18:50","20:40","LYS",18,3,2020,"ALG"
"AH 1507","19:10","21:20","CDG",18,3,2020,"ALG"
"AH 6103","21:20","22:20","ORN",18,3,2020,"ALG"
"AH 6013","22:00","22:50","CZL",18,3,2020,"ALG"
"AH 6177","21:45","23:05","AAE",18,3,2020,"ALG"
"SU 3109","21:00","23:20","CDG",18,3,2020,"ALG"
"AF 1354","21:00","23:20","CDG",18,3,2020,"ALG"
"KL 2068","21:00","23:20","CDG",18,3,2020,"ALG"
"KQ 3016","21:00","23:20","CDG",18,3,2020,"ALG"
"AH 2207","22:00","23:40","MAD",18,3,2020,"ALG"
"AZ 802","22:10","00:05","FCO",18,3,2020,"ALG"
"AH 6235","22:55","01:25","TMR",18,3,2020,"ALG"
"AH 5327","21:10","02:05","BKO",18,3,2020,"ALG"
"AH 5323","22:15","03:05","OUA",18,3,2020,"ALG"
"AH 4015","23:15","03:50","NKC",18,3,2020,"ALG"
"AZ 802","22:10","00:05","FCO",19,3,2020,"ALG"
"TK 655","23:15","01:20","ISL",19,3,2020,"ALG"
"AH 6235","22:55","01:25","TMR",19,3,2020,"ALG"
"AH 5327","21:10","02:05","BKO",19,3,2020,"ALG"
"AH 5323","22:15","03:05","OUA",19,3,2020,"ALG"
"AH 4015","23:15","03:50","NKC",19,3,2020,"ALG"
"AH 5325","01:20","05:00","NIM",19,3,2020,"ALG"
"AH 6571","05:00","06:00","OGX",19,3,2020,"ALG"
"AH 3019","05:00","06:30","ISL",19,3,2020,"ALG"
"TK 4599","05:00","06:30","ISL",19,3,2020,"ALG"
"AH 5319","00:50","06:30","ABJ",19,3,2020,"ALG"
"AH 6292","04:05","06:35","TMR",19,3,2020,"ALG"
"AH 6107","07:00","08:00","ORN",19,3,2020,"ALG"
"AH 6223","07:00","08:15","HME",19,3,2020,"ALG"
"TO 4680","06:05","08:15","NTE",19,3,2020,"ALG"
"AH 6007","07:15","08:15","AAE",19,3,2020,"ALG"
"AF 6035","06:05","08:15","NTE",19,3,2020,"ALG"
"AH 6027","07:35","08:25","CZL",19,3,2020,"ALG"
"AH 6121","07:00","08:30","TLM",19,3,2020,"ALG"
"AH 6059","08:40","09:35","GJL",19,3,2020,"ALG"
"AH 6201","08:15","09:45","GHA",19,3,2020,"ALG"
"SF 2111","08:50","09:45","CZL",19,3,2020,"ALG"
"AH 6141","07:00","09:50","AZR",19,3,2020,"ALG"
"TK 653","07:55","10:00","ISL",19,3,2020,"ALG"
"AH 6041","09:20","10:20","BSK",19,3,2020,"ALG"
"AH 6181","09:05","10:20","ORN",19,3,2020,"ALG"
"AH 6191","09:25","10:30","CZL",19,3,2020,"ALG"
"AH 6171","09:20","10:40","AAE",19,3,2020,"ALG"
"TU 338","09:25","10:45","TUN",19,3,2020,"ALG"
"AF 9454","08:40","10:50","ORY",19,3,2020,"ALG"
"AH 6297","08:00","10:50","INZ",19,3,2020,"ALG"
"AH 4001","09:30","10:50","TUN",19,3,2020,"ALG"
"AH 6147","09:40","12:00","TIN",19,3,2020,"ALG"
"LH 1316","09:35","12:05","FRA",19,3,2020,"ALG"
"AC 9246","09:35","12:05","FRA",19,3,2020,"ALG"
"MS 845","09:10","12:25","CAI",19,3,2020,"ALG"
"BA 2546","08:50","12:35","LGW",19,3,2020,"ALG"
"EK 757","08:10","12:40","DXB",19,3,2020,"ALG"
"AH 1023","11:30","13:10","MRS",19,3,2020,"ALG"
"IB 8804","11:40","13:10","MAD",19,3,2020,"ALG"
"AH 1003","11:15","13:30","CDG",19,3,2020,"ALG"
"AH 1045","12:10","13:40","TLS",19,3,2020,"ALG"
"AH 1227","12:50","13:40","ORN",19,3,2020,"ALG"
"RJ 517","09:40","13:45","AMM",19,3,2020,"ALG"
"SU 3115","11:25","13:45","CDG",19,3,2020,"ALG"
"QR 1379","09:00","13:45","DOH",19,3,2020,"ALG"
"MU 4985","11:25","13:45","CDG",19,3,2020,"ALG"
"AF 1854","11:25","13:45","CDG",19,3,2020,"ALG"
"KL 2182","11:25","13:45","CDG",19,3,2020,"ALG"
"KQ 3728","11:25","13:45","CDG",19,3,2020,"ALG"
"AH 6033","12:35","14:10","TEE",19,3,2020,"ALG"
"AH 6193","13:15","14:20","CZL",19,3,2020,"ALG"
"AH 1037","12:35","14:25","LYS",19,3,2020,"ALG"
"AH 6173","13:25","14:45","AAE",19,3,2020,"ALG"
"AH 6071","13:45","14:50","LOO",19,3,2020,"ALG"
"AH 6183","13:35","14:50","ORN",19,3,2020,"ALG"
"AH 1011","13:00","15:10","ORY",19,3,2020,"ALG"
"AH 6267","13:45","15:10","TGR",19,3,2020,"ALG"
"TK 651","13:15","15:15","ISL",19,3,2020,"ALG"
"AH 6227","13:50","15:30","HME",19,3,2020,"ALG"
"SF 3019","13:30","16:00","SXB",19,3,2020,"ALG"
"AH 6053","15:25","16:10","BJA",19,3,2020,"ALG"
"AH 6295","13:50","16:20","TMR",19,3,2020,"ALG"
"AH 2047","14:45","16:45","GVA",19,3,2020,"ALG"
"AH 1001","14:30","16:45","CDG",19,3,2020,"ALG"
"AZ 800","15:25","17:20","FCO",19,3,2020,"ALG"
"AH 6253","16:00","17:30","ELU",19,3,2020,"ALG"
"AH 6057","16:40","17:35","GJL",19,3,2020,"ALG"
"AF 1654","15:20","17:40","CDG",19,3,2020,"ALG"
"SU 3113","15:20","17:40","CDG",19,3,2020,"ALG"
"AH 4017","14:20","17:50","BEY",19,3,2020,"ALG"
"TK 4597","16:25","17:55","ISL",19,3,2020,"ALG"
"AH 3017","16:25","17:55","ISL",19,3,2020,"ALG"
"AH 1005","15:55","18:05","ORY",19,3,2020,"ALG"
"JAF 3401","15:50","18:20","CRL",19,3,2020,"ALG"
"AH 6487","15:00","18:30","DJG",19,3,2020,"ALG"
"AH 6043","17:35","18:35","BSK",19,3,2020,"ALG"
"AH 6175","17:30","18:50","AAE",19,3,2020,"ALG"
"VY 7991","17:35","19:10","MRS",19,3,2020,"ALG"
"IB 5723","17:35","19:10","MRS",19,3,2020,"ALG"
"AH 6039","18:05","19:20","BLJ",19,3,2020,"ALG"
"AH 1041","18:10","19:45","NCE",19,3,2020,"ALG"
"AH 6103","18:45","19:45","ORN",19,3,2020,"ALG"
"AH 4003","19:10","20:30","TUN",19,3,2020,"ALG"
"AH 6195","19:35","20:35","CZL",19,3,2020,"ALG"
"AH 6217","19:00","20:40","OGX",19,3,2020,"ALG"
"AH 6581","20:00","20:50","ORN",19,3,2020,"ALG"
"AH 6185","20:30","21:30","ORN",19,3,2020,"ALG"
"AH 1013","20:35","22:50","CDG",19,3,2020,"ALG"
"AH 6177","21:45","23:05","AAE",19,3,2020,"ALG"
"AF 1354","21:00","23:20","CDG",19,3,2020,"ALG"
"KL 2068","21:00","23:20","CDG",19,3,2020,"ALG"
"KQ 3016","21:00","23:20","CDG",19,3,2020,"ALG"
"SU 3109","21:00","23:20","CDG",19,3,2020,"ALG"
"SF 2331","23:00","02:00","TMR",19,3,2020,"ALG"
"AH 6133","00:50","02:25","CBH",19,3,2020,"ALG"
"TK 655","23:15","01:20","ISL",20,3,2020,"ALG"
"SF 2331","23:00","02:00","TMR",20,3,2020,"ALG"
"AH 5327","21:10","02:05","BKO",20,3,2020,"ALG"
"AH 6133","00:50","02:25","CBH",20,3,2020,"ALG"
"AH 6143","02:20","04:10","AZR",20,3,2020,"ALG"
"AH 6593","03:45","04:35","CZL",20,3,2020,"ALG"
"AH 6585","03:45","04:35","CZL",20,3,2020,"ALG"
"TK 6333","03:10","04:55","IST",20,3,2020,"ALG"
"AH 6231","03:25","05:55","TMR",20,3,2020,"ALG"
"AH 6313","04:45","05:55","OGX",20,3,2020,"ALG"
"AH 5011","01:05","06:25","DSS",20,3,2020,"ALG"
"TK 4599","05:00","06:30","ISL",20,3,2020,"ALG"
"AH 3019","05:00","06:30","ISL",20,3,2020,"ALG"
"AH 2701","18:40","07:30","YUL",20,3,2020,"ALG"
"AH 6107","07:00","08:00","ORN",20,3,2020,"ALG"
"AH 6223","07:00","08:15","HME",20,3,2020,"ALG"
"AH 6027","07:35","08:25","CZL",20,3,2020,"ALG"
"AH 6007","07:35","08:35","AAE",20,3,2020,"ALG"
"IB 5682","07:20","08:35","BCN",20,3,2020,"ALG"
"VY 7476","07:20","08:35","BCN",20,3,2020,"ALG"
"AH 6251","07:15","08:45","ELU",20,3,2020,"ALG"
"SU 3111","07:00","09:25","CDG",20,3,2020,"ALG"
"KL 2180","07:00","09:25","CDG",20,3,2020,"ALG"
"AF 1554","07:00","09:25","CDG",20,3,2020,"ALG"
"VY 7396","08:30","09:35","ALC",20,3,2020,"ALG"
"IB 5677","08:30","09:35","ALC",20,3,2020,"ALG"
"AH 6059","08:40","09:35","GJL",20,3,2020,"ALG"
"AH 6201","08:15","09:45","GHA",20,3,2020,"ALG"
"TK 653","07:55","10:00","ISL",20,3,2020,"ALG"
"AH 6191","09:15","10:20","CZL",20,3,2020,"ALG"
"5O 951","08:00","10:20","CDG",20,3,2020,"ALG"
"AH 6181","09:05","10:20","ORN",20,3,2020,"ALG"
"TO 4800","08:25","10:25","LYS",20,3,2020,"ALG"
"AH 6171","09:20","10:40","AAE",20,3,2020,"ALG"
"AH 6033","09:05","10:40","TEE",20,3,2020,"ALG"
"TU 338","09:25","10:45","TUN",20,3,2020,"ALG"
"AH 4001","09:25","10:45","TUN",20,3,2020,"ALG"
"AH 6135","09:30","11:05","CBH",20,3,2020,"ALG"
"BA 2546","07:20","11:05","LGW",20,3,2020,"ALG"
"AH 6227","09:30","11:10","HME",20,3,2020,"ALG"
"AZ 800","09:20","11:15","FCO",20,3,2020,"ALG"
"SF 2113","11:15","12:15","CZL",20,3,2020,"ALG"
"MS 845","09:10","12:25","CAI",20,3,2020,"ALG"
"EK 757","08:10","12:40","DXB",20,3,2020,"ALG"
"IB 8804","11:40","13:10","MAD",20,3,2020,"ALG"
"AH 1023","11:30","13:10","MRS",20,3,2020,"ALG"
"AH 1003","11:15","13:30","CDG",20,3,2020,"ALG"
"AF 1854","11:25","13:45","CDG",20,3,2020,"ALG"
"KQ 3728","11:25","13:45","CDG",20,3,2020,"ALG"
"MU 4985","11:25","13:45","CDG",20,3,2020,"ALG"
"SU 3115","11:25","13:45","CDG",20,3,2020,"ALG"
"QR 1379","09:00","13:45","DOH",20,3,2020,"ALG"
"KL 2182","11:25","13:45","CDG",20,3,2020,"ALG"
"AH 6267","12:50","14:15","TGR",20,3,2020,"ALG"
"AH 6193","13:15","14:20","CZL",20,3,2020,"ALG"
"AH 6533","13:20","14:20","OGX",20,3,2020,"ALG"
"AH 1037","12:35","14:25","LYS",20,3,2020,"ALG"
"AH 4063","09:50","14:30","DXB",20,3,2020,"ALG"
"AH 6173","13:15","14:35","AAE",20,3,2020,"ALG"
"AH 6183","13:35","14:50","ORN",20,3,2020,"ALG"
"SF 2375","13:40","14:50","ELU",20,3,2020,"ALG"
"AH 1011","13:00","15:10","ORY",20,3,2020,"ALG"
"AH 6039","13:55","15:10","BLJ",20,3,2020,"ALG"
"TK 651","13:15","15:15","ISL",20,3,2020,"ALG"
"AH 2027","13:15","15:15","MXP",20,3,2020,"ALG"
"AH 2202","12:40","15:20","BRU",20,3,2020,"ALG"
"AH 1217","13:25","15:30","ETZ",20,3,2020,"ALG"
"AH 1191","13:50","15:35","BOD",20,3,2020,"ALG"
"AH 6465","13:05","15:55","INZ",20,3,2020,"ALG"
"AH 6335","14:00","16:00","VVZ",20,3,2020,"ALG"
"AH 2063","14:00","16:35","BRU",20,3,2020,"ALG"
"AH 2047","14:45","16:45","GVA",20,3,2020,"ALG"
"AH 1001","14:30","16:45","CDG",20,3,2020,"ALG"
"AH 6051","16:50","17:20","BJA",20,3,2020,"ALG"
"AH 2071","14:30","17:20","FRA",20,3,2020,"ALG"
"AH 4039","14:15","17:25","CAI",20,3,2020,"ALG"
"AH 6057","16:45","17:40","GJL",20,3,2020,"ALG"
"AF 1654","15:20","17:40","CDG",20,3,2020,"ALG"
"SU 3113","15:20","17:40","CDG",20,3,2020,"ALG"
"AH 2055","14:00","17:55","LHR",20,3,2020,"ALG"
"TK 4597","16:25","17:55","ISL",20,3,2020,"ALG"
"AH 3017","16:25","17:55","ISL",20,3,2020,"ALG"
"AH 1005","15:55","18:05","ORY",20,3,2020,"ALG"
"AH 1021","16:50","18:30","MRS",20,3,2020,"ALG"
"AH 6175","17:30","18:50","AAE",20,3,2020,"ALG"
"AH 6119","17:30","19:00","TLM",20,3,2020,"ALG"
"VY 7991","17:35","19:10","MRS",20,3,2020,"ALG"
"IB 5723","17:35","19:10","MRS",20,3,2020,"ALG"
"AH 6253","17:45","19:15","ELU",20,3,2020,"ALG"
"AH 6023","18:30","19:35","CZL",20,3,2020,"ALG"
"AH 4003","18:15","19:35","TUN",20,3,2020,"ALG"
"SF 2383","18:10","19:50","CBH",20,3,2020,"ALG"
"AH 6185","19:05","20:20","ORN",20,3,2020,"ALG"
"AH 3005","17:45","20:30","LIS",20,3,2020,"ALG"
"AH 6195","19:35","20:35","CZL",20,3,2020,"ALG"
"SF 2363","17:50","20:50","DJG",20,3,2020,"ALG"
"AH 6245","19:20","21:10","IAM",20,3,2020,"ALG"
"AH 1075","18:50","21:15","LIL",20,3,2020,"ALG"
"AH 6103","20:30","21:45","ORN",20,3,2020,"ALG"
"SF 3013","20:20","22:40","NTE",20,3,2020,"ALG"
"AH 1013","20:35","22:50","CDG",20,3,2020,"ALG"
"AH 2207","21:30","23:00","MAD",20,3,2020,"ALG"
"AH 6177","21:45","23:05","AAE",20,3,2020,"ALG"
"KQ 3016","21:00","23:20","CDG",20,3,2020,"ALG"
"SU 3109","21:00","23:20","CDG",20,3,2020,"ALG"
"AF 1354","21:00","23:20","CDG",20,3,2020,"ALG"
"KL 2068","21:00","23:20","CDG",20,3,2020,"ALG"
"VY 7478","22:35","23:50","BCN",20,3,2020,"ALG"
"IB 5684","22:35","23:50","BCN",20,3,2020,"ALG"
"AH 6217","22:30","00:10","OGX",20,3,2020,"ALG"
"AH 5323","22:15","03:05","OUA",20,3,2020,"ALG"
"AH 6217","22:30","00:10","OGX",21,3,2020,"ALG"
"TK 655","23:15","01:20","ISL",21,3,2020,"ALG"
"AH 5323","22:15","03:05","OUA",21,3,2020,"ALG"
"AH 6581","04:10","05:10","ORN",21,3,2020,"ALG"
"AH 6147","03:25","05:45","TIN",21,3,2020,"ALG"
"AH 6232","04:15","06:30","DJG",21,3,2020,"ALG"
"AH 3019","05:15","06:45","ISL",21,3,2020,"ALG"
"TK 4599","05:15","06:45","ISL",21,3,2020,"ALG"
"VY 7476","06:15","07:30","BCN",21,3,2020,"ALG"
"IB 5682","06:15","07:30","BCN",21,3,2020,"ALG"
"AH 6107","07:00","08:00","ORN",21,3,2020,"ALG"
"AH 6043","07:00","08:00","BSK",21,3,2020,"ALG"
"AH 6223","07:00","08:15","HME",21,3,2020,"ALG"
"AH 6007","07:15","08:15","AAE",21,3,2020,"ALG"
"AH 6027","07:35","08:25","CZL",21,3,2020,"ALG"
"AF 1554","07:00","09:25","CDG",21,3,2020,"ALG"
"SU 3111","07:00","09:25","CDG",21,3,2020,"ALG"
"KL 2180","07:00","09:25","CDG",21,3,2020,"ALG"
